"","","Channel","Watch time","Stream time","Peak viewers","Average viewers","Followers","Followers gained","Views gained","Partnered","Mature","Language",""
"https://static-cdn.jtvnw.net/jtv_user_pictures/9cee75c7-4183-456d-af9a-a0f13a4c97f0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","761","PainLivestream","5372220","2235","6771","2403","519945","-8367","132698","true","true","German","PainLivestream"
"https://static-cdn.jtvnw.net/jtv_user_pictures/a4660c97-6cc0-4077-897d-7a6e7b3d8c1d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","762","natalan","5363460","1770","4358","3030","986194","2585","129546","true","true","Spanish","natalan"
"https://static-cdn.jtvnw.net/jtv_user_pictures/8e9ebc60-c09b-4e2a-8563-363ccde355f3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","763","Aurateur","5348400","2535","2944","2109","147391","82","76567","true","true","English","Aurateur"
"https://static-cdn.jtvnw.net/jtv_user_pictures/6d939444-ad95-4096-bb5a-146225fc29da-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","764","Wolfabelle","5346015","3645","2736","1466","178628","-144","125538","true","false","English","Wolfabelle"
"https://static-cdn.jtvnw.net/jtv_user_pictures/483a37ac-58fd-4e2f-8dc3-2c68a0164112-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","765","Caedrel","5344965","2820","5563","1895","68430","4438","192291","true","false","English","Caedrel"
"https://static-cdn.jtvnw.net/jtv_user_pictures/d1248bf0-43f8-47d9-bc51-d6f720dd22f1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","766","NAKOO_Fn","5342430","2550","7431","2095","441521","2753","318553","true","false","Spanish","NAKOO_Fn"
"https://static-cdn.jtvnw.net/jtv_user_pictures/f2b621e4-ff16-4fa7-ab5e-f781309b60e4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","767","Ellesmere_Gaming","5342355","3915","2749","1364","49711","2415","144941","true","false","English","Ellesmere_Gaming"
"https://static-cdn.jtvnw.net/jtv_user_pictures/75cb97d0-b5b9-4ff0-a406-83f5c095386b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","768","JLAmaru","5327160","2250","5209","2367","171031","3142","121146","true","false","French","JLAmaru"
"https://static-cdn.jtvnw.net/jtv_user_pictures/cfef47db-34af-4d1a-aa03-013e65ac8926-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","769","AbrilCarolinaX","5326140","1965","6913","2710","119008","55293","652729","false","true","Spanish","AbrilCarolinaX"
"https://static-cdn.jtvnw.net/jtv_user_pictures/e67e88e7e95eba6d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","770","Kiwo","5307435","4275","6502","1241","319247","-5445","123969","true","true","English","Kiwo"
"https://static-cdn.jtvnw.net/jtv_user_pictures/07663350-ad3f-4f62-a7ee-c5ce70e0c5a0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","771","Biotoxz_","5297265","4830","4461","1096","35797","1329","79944","true","false","English","Biotoxz_"
"https://static-cdn.jtvnw.net/jtv_user_pictures/af9f4967-cb9a-4b0f-b86f-b6509a428b17-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","772","OfficialAndyPyro","5290350","4395","3368","1203","259418","-2721","213910","true","true","Finnish","OfficialAndyPyro"
"https://static-cdn.jtvnw.net/jtv_user_pictures/3f21446c-76ec-48cd-8753-5224b21b3896-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","773","DanucD","5288430","2775","2856","1905","629884","-1295","213949","true","false","English","DanucD"
"https://static-cdn.jtvnw.net/jtv_user_pictures/kriszhadvice-profile_image-aac212863e429641-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","774","KriszhAdvice","5288145","3000","2885","1762","340508","-14408","142587","true","false","Hungarian","KriszhAdvice"
"https://static-cdn.jtvnw.net/user-default-pictures-uv/998f01ae-def8-11e9-b95c-784f43822e80-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","775","베릴22 (beryl0202)","5281380","4170","5480","1266","28973","8223","231074","false","false","Korean","베릴22 (beryl0202)"
"https://static-cdn.jtvnw.net/jtv_user_pictures/sonycast_-profile_image-ebca8b2445bd0c66-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","776","소니쇼 (sonycast_)","5271600","2460","3234","2142","275536","-3245","198792","true","false","Korean","소니쇼 (sonycast_)"
"https://static-cdn.jtvnw.net/jtv_user_pictures/21710993-bce5-4d58-969c-d4445b6d1276-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","777","lazypopa","5270820","1500","7657","3513","125603","63134","399288","true","true","Spanish","lazypopa"
"https://static-cdn.jtvnw.net/jtv_user_pictures/7a93458c-b549-426c-b6f2-246a78bf5845-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","778","BorjaPavon","5268270","1650","4947","3192","65044","22098","168721","true","false","Spanish","BorjaPavon"
"https://static-cdn.jtvnw.net/jtv_user_pictures/d695f81c-b642-41d4-b56e-35bb331090fd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","779","ImSoFresh","5261295","2760","9298","1906","131350","545","105591","true","false","French","ImSoFresh"
"https://static-cdn.jtvnw.net/jtv_user_pictures/d81fb3cf-72d9-4108-9822-9c1bc6877366-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","780","loopooyt","5258925","1035","10077","5081","66894","-6887","94110","false","false","French","loopooyt"
"https://static-cdn.jtvnw.net/jtv_user_pictures/a0bcdefa-e2dd-4f54-9d15-c7208e3deafa-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","781","Minos","5255100","2805","6471","1873","248064","-7169","99858","true","false","French","Minos"
"https://static-cdn.jtvnw.net/jtv_user_pictures/7c99f793-7fcf-49e6-9995-e8be0ccb4f4f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","782","julien","5248365","1515","5912","3464","627750","1039","76306","true","false","English","julien"
"https://static-cdn.jtvnw.net/jtv_user_pictures/85914bbc-1ea8-4ed0-b6ec-5b2c3e64d119-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","783","Axel_tv","5247270","4830","3549","1086","53387","1353","132041","true","false","English","Axel_tv"
"https://static-cdn.jtvnw.net/jtv_user_pictures/6cd8931d-2fb0-45c6-a3ee-9d085cbcbb4f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","784","PokerStars247","5238900","10080","815","519","112552","1131","61227","true","false","English","PokerStars247"
"https://static-cdn.jtvnw.net/jtv_user_pictures/d48767c9-fef7-48cf-9e10-e3baffefbb19-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","785","김진우 (jinu6734)","5232060","1275","8004","4103","305023","-1008","128333","false","false","Korean","김진우 (jinu6734)"
"https://static-cdn.jtvnw.net/jtv_user_pictures/063d181b36848af3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","786","MacieJay","5217435","2190","3473","2382","970799","-678","99522","true","false","English","MacieJay"
"https://static-cdn.jtvnw.net/jtv_user_pictures/364cf481-d013-4d41-a008-495d6efcd881-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","787","sasatikk","5215170","2655","5042","1964","32720","1032","111815","true","false","Japanese","sasatikk"
"https://static-cdn.jtvnw.net/jtv_user_pictures/4452e402-fd60-48c3-b321-b3ef01c8ef1a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","788","BerriTV","5214390","2835","3785","1839","150427","2660","219552","true","false","Italian","BerriTV"
"https://static-cdn.jtvnw.net/jtv_user_pictures/afriendrs-profile_image-d4f244c4976e8d22-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","789","afriendRS","5209020","4140","2262","1258","68587","1714","68626","true","true","English","afriendRS"
"https://static-cdn.jtvnw.net/jtv_user_pictures/68296fe2-cee7-42dd-b241-6535084df12a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","790","Joueur_du_Grenier","5208435","720","12192","7233","556963","-332","135326","true","true","French","Joueur_du_Grenier"
"https://static-cdn.jtvnw.net/jtv_user_pictures/4e392974-75cf-43a0-86c2-9baaa9687208-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","791","Koogs46","5206005","1455","9406","3578","78050","5726","54984","true","false","English","Koogs46"
"https://static-cdn.jtvnw.net/jtv_user_pictures/a4ab7b42-437a-4830-9ac3-7e3efee1f68f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","792","IFrostBolt","5203710","4635","4604","1122","255970","-1921","87546","true","false","English","IFrostBolt"
"https://static-cdn.jtvnw.net/jtv_user_pictures/6bb6a01f08069a7d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","793","StopGameRu","5190915","2820","2899","1840","152119","-893","490101","true","false","Russian","StopGameRu"
"https://static-cdn.jtvnw.net/jtv_user_pictures/41925897-d1fb-4470-9b29-53b4a1475d94-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","794","PUBG","5186295","1500","5981","3457","883564","568","186779","true","false","English","PUBG"
"https://static-cdn.jtvnw.net/jtv_user_pictures/d67c2800-3702-4d05-a44b-98a6ac645027-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","795","SidneyEweka","5185350","1800","8209","2880","283861","4481","138246","true","false","German","SidneyEweka"
"https://static-cdn.jtvnw.net/jtv_user_pictures/avoidingthepuddle-profile_image-8656268d189524ec-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","796","AvoidingThePuddle","5180130","1485","6009","3488","363939","-3105","66255","true","true","English","AvoidingThePuddle"
"https://static-cdn.jtvnw.net/jtv_user_pictures/4ac10a8b-ce1b-4ef1-9734-524d6fb1040b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","797","LightFuryLF","5179545","2280","6122","2271","64986","1127","151293","true","false","Thai","LightFuryLF"
"https://static-cdn.jtvnw.net/jtv_user_pictures/1332bdaf-b3da-4a22-bcba-72aa139317f5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","798","imviolet_","5171430","2970","4806","1741","381441","-1089","264430","true","false","Italian","imviolet_"
"https://static-cdn.jtvnw.net/jtv_user_pictures/b0aty-profile_image-e38e8afc1f3f8fd5-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","799","B0aty","5167740","2265","3019","2281","533343","-7496","101348","true","true","English","B0aty"
"https://static-cdn.jtvnw.net/jtv_user_pictures/f104d75e-1ba8-44db-8bb7-3eb01a8c0cdd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","800","Pace22","5161425","3255","2667","1585","209876","-577","85448","true","false","English","Pace22"
